diff
"[(1, 5, 0, 41, 41), (1, 5, 0, 42, 1), (1, 5, 0, 48, 6), (1, 5, 0, 52, 4), (1, 5, 0, 54, 2), (1, 5, 0, 59, 5), (1, 5, 0, 61, 2)]"
"[(1, 5, 1, 15, 15), (1, 5, 1, 16, 1), (1, 5, 1, 32, 16), (1, 5, 1, 33, 1), (1, 5, 1, 61, 28)]"
"[(1, 5, 2, 7, 7), (1, 5, 2, 10, 3), (1, 5, 2, 13, 3), (1, 5, 2, 27, 14), (1, 5, 2, 40, 13), (1, 5, 2, 44, 4), (1, 5, 2, 56, 12), (1, 5, 2, 61, 5)]"
"[(1, 5, 3, 4, 4), (1, 5, 3, 14, 10), (1, 5, 3, 16, 2), (1, 5, 3, 17, 1), (1, 5, 3, 25, 8), (1, 5, 3, 28, 3), (1, 5, 3, 34, 6), (1, 5, 3, 47, 13), (1, 5, 3, 56, 9), (1, 5, 3, 61, 5)]"
"[(1, 5, 4, 12, 12), (1, 5, 4, 21, 9), (1, 5, 4, 28, 7), (1, 5, 4, 36, 8), (1, 5, 4, 50, 14), (1, 5, 4, 61, 11)]"
"[(1, 5, 5, 18, 18), (1, 5, 5, 19, 1), (1, 5, 5, 36, 17), (1, 5, 5, 53, 17), (1, 5, 5, 61, 8)]"
"[(1, 5, 6, 2, 2), (1, 5, 6, 3, 1), (1, 5, 6, 12, 9), (1, 5, 6, 29, 17), (1, 5, 6, 30, 1), (1, 5, 6, 49, 19), (1, 5, 6, 61, 12)]"
"[(1, 5, 7, 25, 25), (1, 5, 7, 48, 23), (1, 5, 7, 51, 3), (1, 5, 7, 61, 10)]"
"[(1, 5, 8, 1, 1), (1, 5, 8, 6, 5), (1, 5, 8, 12, 6), (1, 5, 8, 33, 21), (1, 5, 8, 48, 15), (1, 5, 8, 54, 6), (1, 5, 8, 61, 7)]"
"[(1, 5, 9, 20, 20), (1, 5, 9, 28, 8), (1, 5, 9, 31, 3), (1, 5, 9, 34, 3), (1, 5, 9, 39, 5), (1, 5, 9, 54, 15), (1, 5, 9, 55, 1), (1, 5, 9, 58, 3), (1, 5, 9, 61, 3)]"
