#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,25,30,5,12.5,38,1,"[3, 41, 51, 52, 53]","[38, 10, 1, 1]"
2,31,24,5,13.25,21,7,"[5, 14, 21, 42, 58]","[9, 7, 21, 16]"
3,29,25,6,9.4,26,1,"[10, 11, 21, 28, 54, 57]","[1, 10, 7, 26, 3]"
4,22,32,6,9.6,20,2,"[5, 10, 15, 31, 33, 53]","[5, 5, 16, 2, 20]"
5,30,26,4,15.0,24,8,"[14, 22, 35, 59]","[8, 13, 24]"
6,30,25,5,8.5,20,3,"[14, 34, 41, 44, 48]","[20, 7, 3, 4]"
7,28,23,9,5.375,13,1,"[8, 13, 15, 19, 31, 32, 45, 46, 51]","[5, 2, 4, 12, 1, 13, 1, 5]"
8,24,30,6,10.2,24,3,"[3, 6, 20, 23, 47, 54]","[3, 14, 3, 24, 7]"
9,34,22,4,15.666666666666666,37,4,"[2, 39, 43, 49]","[37, 4, 6]"
10,27,28,5,6.75,16,2,"[18, 23, 25, 41, 45]","[5, 2, 16, 4]"
11,29,25,6,6.8,17,1,"[19, 36, 41, 51, 52, 53]","[17, 5, 10, 1, 1]"
12,30,24,6,8.4,33,1,"[8, 10, 14, 15, 48, 50]","[2, 4, 1, 33, 2]"
13,33,22,5,10.0,17,7,"[8, 25, 33, 40, 48]","[17, 8, 7, 8]"
14,31,24,5,9.75,18,3,"[19, 33, 37, 55, 58]","[14, 4, 18, 3]"
15,32,23,5,8.5,13,1,"[7, 8, 21, 30, 41]","[1, 13, 9, 11]"
16,28,28,4,10.0,16,2,"[18, 20, 32, 48]","[2, 12, 16]"
17,37,18,5,12.25,23,4,"[7, 11, 25, 33, 56]","[4, 14, 8, 23]"
18,31,18,11,5.7,16,1,"[0, 4, 20, 32, 36, 40, 41, 42, 45, 50, 57]","[4, 16, 12, 4, 4, 1, 1, 3, 5, 7]"
19,29,28,3,5.0,6,4,"[20, 24, 30]","[4, 6]"
20,25,26,9,6.375,12,1,"[7, 10, 22, 34, 35, 39, 47, 52, 58]","[3, 12, 12, 1, 4, 8, 5, 6]"
21,26,31,3,12.5,20,5,"[22, 27, 47]","[5, 20]"
22,32,20,8,7.285714285714286,12,4,"[5, 9, 21, 25, 36, 42, 49, 56]","[4, 12, 4, 11, 6, 7, 7]"
23,29,27,4,11.666666666666666,23,1,"[14, 25, 48, 49]","[11, 23, 1]"
24,30,23,7,7.0,11,4,"[4, 8, 16, 21, 32, 41, 46]","[4, 8, 5, 11, 9, 5]"
25,26,29,5,12.5,31,3,"[8, 11, 18, 49, 58]","[3, 7, 31, 9]"
26,23,30,7,8.5,20,2,"[2, 7, 10, 30, 40, 51, 53]","[5, 3, 20, 10, 11, 2]"
27,30,24,6,10.0,25,1,"[3, 4, 9, 19, 44, 53]","[1, 5, 10, 25, 9]"
28,35,20,5,10.75,21,3,"[6, 12, 33, 36, 49]","[6, 21, 3, 13]"
29,31,27,2,2.0,2,2,"[38, 40]",[2]
30,31,26,3,19.0,30,8,"[6, 14, 44]","[8, 30]"
31,29,25,6,10.4,22,2,"[4, 26, 28, 47, 51, 56]","[22, 2, 19, 4, 5]"
32,24,32,4,14.666666666666666,22,10,"[15, 27, 37, 59]","[12, 10, 22]"
33,31,25,4,10.666666666666666,26,2,"[9, 35, 39, 41]","[26, 4, 2]"
34,25,30,5,10.25,19,1,"[14, 15, 34, 50, 55]","[1, 19, 16, 5]"
35,22,32,6,7.4,18,1,"[1, 2, 5, 7, 20, 38]","[1, 3, 2, 13, 18]"
36,19,31,10,6.333333333333333,16,1,"[0, 6, 8, 11, 17, 33, 47, 53, 54, 57]","[6, 2, 3, 6, 16, 14, 6, 1, 3]"
37,22,32,6,6.0,10,4,"[9, 19, 23, 27, 32, 39]","[10, 4, 4, 5, 7]"
38,25,30,5,9.0,15,1,"[20, 32, 33, 48, 56]","[12, 1, 15, 8]"
39,28,29,3,9.5,16,3,"[24, 27, 43]","[3, 16]"
40,27,27,6,7.2,11,2,"[4, 6, 17, 28, 30, 40]","[2, 11, 11, 2, 10]"
41,23,26,11,5.5,21,1,"[4, 6, 27, 32, 33, 34, 38, 50, 53, 55, 59]","[2, 21, 5, 1, 1, 4, 12, 3, 2, 4]"
42,24,28,8,7.0,19,1,"[1, 5, 6, 14, 28, 30, 31, 50]","[4, 1, 8, 14, 2, 1, 19]"
43,31,27,2,30.0,30,30,"[14, 44]",[30]
44,27,31,2,14.0,14,14,"[0, 14]",[14]
45,28,27,5,11.5,36,2,"[0, 36, 39, 44, 46]","[36, 3, 5, 2]"
46,29,27,4,14.333333333333334,23,5,"[14, 29, 34, 57]","[15, 5, 23]"
47,27,26,7,8.333333333333334,21,1,"[8, 17, 38, 45, 46, 57, 58]","[9, 21, 7, 1, 11, 1]"
48,30,22,8,7.714285714285714,15,1,"[0, 7, 17, 18, 26, 36, 39, 54]","[7, 10, 1, 8, 10, 3, 15]"
49,32,25,3,7.5,9,6,"[27, 33, 42]","[6, 9]"
50,22,34,4,17.666666666666668,23,12,"[1, 24, 42, 54]","[23, 18, 12]"
51,30,28,2,8.0,8,8,"[25, 33]",[8]
52,22,33,5,10.25,22,4,"[14, 18, 40, 44, 55]","[4, 22, 4, 11]"
53,24,28,8,7.285714285714286,21,1,"[4, 5, 18, 39, 42, 46, 52, 55]","[1, 13, 21, 3, 4, 6, 3]"
54,30,29,1,0,0,0,[47],[]
55,21,33,6,10.0,22,2,"[9, 16, 22, 44, 46, 59]","[7, 6, 22, 2, 13]"
56,27,27,6,7.2,19,1,"[6, 12, 14, 33, 34, 42]","[6, 2, 19, 1, 8]"
57,32,24,4,6.333333333333333,10,3,"[32, 42, 48, 51]","[10, 6, 3]"
58,24,32,4,16.0,36,3,"[10, 13, 22, 58]","[3, 9, 36]"
59,29,23,8,7.571428571428571,14,2,"[1, 6, 16, 27, 34, 38, 52, 54]","[5, 10, 11, 7, 4, 14, 2]"
60,30,23,7,4.5,8,2,"[32, 34, 36, 42, 44, 51, 59]","[2, 2, 6, 2, 7, 8]"
61,31,26,3,19.0,37,1,"[1, 2, 39]","[1, 37]"
62,29,20,11,5.0,9,1,"[3, 7, 8, 16, 18, 22, 30, 33, 39, 48, 53]","[4, 1, 8, 2, 4, 8, 3, 6, 9, 5]"
63,28,26,6,8.6,11,3,"[12, 22, 30, 41, 52, 55]","[10, 8, 11, 11, 3]"
64,27,30,3,9.5,15,4,"[23, 27, 42]","[4, 15]"
65,19,30,11,5.8,21,2,"[1, 12, 14, 19, 21, 42, 45, 47, 52, 55, 59]","[11, 2, 5, 2, 21, 3, 2, 5, 3, 4]"
66,27,28,5,9.75,24,1,"[18, 25, 49, 56, 57]","[7, 24, 7, 1]"
67,28,25,7,7.0,12,1,"[11, 23, 24, 36, 39, 51, 53]","[12, 1, 12, 3, 12, 2]"
68,21,31,8,7.142857142857143,12,3,"[5, 10, 13, 21, 24, 34, 46, 55]","[5, 3, 8, 3, 10, 12, 9]"
69,33,25,2,17.0,17,17,"[16, 33]",[17]
70,33,22,5,13.75,38,1,"[2, 10, 11, 19, 57]","[8, 1, 8, 38]"
71,23,30,7,8.833333333333334,15,3,"[0, 15, 18, 24, 37, 40, 53]","[15, 3, 6, 13, 3, 13]"
72,27,24,9,6.75,16,1,"[3, 19, 20, 32, 37, 41, 45, 54, 57]","[16, 1, 12, 5, 4, 4, 9, 3]"
73,32,24,4,10.666666666666666,24,2,"[1, 3, 27, 33]","[2, 24, 6]"
74,26,26,8,6.571428571428571,12,1,"[4, 16, 19, 20, 32, 44, 49, 50]","[12, 3, 1, 12, 12, 5, 1]"
75,29,26,5,12.0,36,3,"[7, 43, 46, 52, 55]","[36, 3, 6, 3]"
76,28,28,4,10.333333333333334,13,7,"[23, 34, 47, 54]","[11, 13, 7]"
77,22,33,5,11.0,28,2,"[11, 20, 48, 53, 55]","[9, 28, 5, 2]"
78,26,29,5,10.0,16,2,"[1, 8, 10, 26, 41]","[7, 2, 16, 15]"
79,25,29,6,9.6,20,1,"[0, 2, 22, 23, 42, 48]","[2, 20, 1, 19, 6]"
80,33,22,5,8.5,21,3,"[3, 24, 29, 32, 37]","[21, 5, 3, 5]"
81,31,20,9,6.75,17,1,"[1, 14, 15, 18, 21, 26, 43, 45, 55]","[13, 1, 3, 3, 5, 17, 2, 10]"
82,28,26,6,7.2,14,2,"[11, 20, 23, 37, 45, 47]","[9, 3, 14, 8, 2]"
83,23,28,9,5.625,16,1,"[9, 21, 37, 38, 42, 47, 48, 53, 54]","[12, 16, 1, 4, 5, 1, 5, 1]"
84,30,24,6,11.0,33,3,"[4, 7, 40, 43, 48, 59]","[3, 33, 3, 5, 11]"
85,29,23,8,5.857142857142857,16,1,"[8, 10, 16, 32, 33, 39, 41, 49]","[2, 6, 16, 1, 6, 2, 8]"
