#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,27,28,5,8.25,13,3,"[16, 28, 31, 36, 49]","[12, 3, 5, 13]"
2,29,29,2,26.0,26,26,"[15, 41]",[26]
3,25,28,7,7.666666666666667,14,4,"[8, 12, 16, 30, 41, 50, 54]","[4, 4, 14, 11, 9, 4]"
4,31,25,4,11.333333333333334,29,2,"[8, 37, 39, 42]","[29, 2, 3]"
5,27,27,6,9.6,15,1,"[7, 19, 20, 34, 40, 55]","[12, 1, 14, 6, 15]"
6,25,29,6,7.0,14,1,"[12, 14, 18, 19, 33, 47]","[2, 4, 1, 14, 14]"
7,29,28,3,10.5,18,3,"[31, 34, 52]","[3, 18]"
8,28,30,2,18.0,18,18,"[0, 18]",[18]
9,27,28,5,5.75,12,3,"[23, 35, 39, 42, 46]","[12, 4, 3, 4]"
10,34,23,3,10.0,13,7,"[18, 25, 38]","[7, 13]"
11,30,19,11,5.2,17,1,"[0, 1, 18, 20, 21, 26, 29, 35, 38, 46, 52]","[1, 17, 2, 1, 5, 3, 6, 3, 8, 6]"
12,23,32,5,11.25,30,2,"[12, 42, 51, 55, 57]","[30, 9, 4, 2]"
13,24,32,4,15.666666666666666,20,13,"[4, 24, 37, 51]","[20, 13, 14]"
14,20,33,7,5.666666666666667,16,1,"[9, 13, 23, 24, 26, 42, 43]","[4, 10, 1, 2, 16, 1]"
15,24,33,3,10.0,12,8,"[22, 30, 42]","[8, 12]"
16,23,32,5,11.5,24,5,"[3, 8, 32, 37, 49]","[5, 24, 5, 12]"
17,33,22,5,5.0,10,1,"[35, 37, 47, 48, 55]","[2, 10, 1, 7]"
18,22,31,7,9.5,26,1,"[2, 4, 10, 17, 32, 33, 59]","[2, 6, 7, 15, 1, 26]"
19,26,27,7,7.833333333333333,18,1,"[7, 9, 13, 26, 44, 45, 54]","[2, 4, 13, 18, 1, 9]"
20,28,26,6,9.0,26,3,"[7, 10, 15, 41, 46, 52]","[3, 5, 26, 5, 6]"
21,27,27,6,11.6,29,5,"[0, 8, 18, 23, 52, 58]","[8, 10, 5, 29, 6]"
22,27,26,7,7.666666666666667,19,2,"[7, 20, 22, 26, 29, 34, 53]","[13, 2, 4, 3, 5, 19]"
23,26,31,3,13.0,17,9,"[16, 25, 42]","[9, 17]"
24,26,28,6,10.4,19,5,"[7, 15, 34, 46, 54, 59]","[8, 19, 12, 8, 5]"
25,34,22,4,18.333333333333332,50,2,"[0, 50, 53, 55]","[50, 3, 2]"
26,21,34,5,13.5,27,3,"[4, 31, 47, 50, 58]","[27, 16, 3, 8]"
27,27,27,6,6.4,14,2,"[26, 30, 34, 42, 56, 58]","[4, 4, 8, 14, 2]"
28,26,32,2,12.0,12,12,"[6, 18]",[12]
29,32,25,3,15.0,28,2,"[10, 38, 40]","[28, 2]"
30,33,26,1,0,0,0,[58],[]
31,28,24,8,5.142857142857143,18,1,"[3, 8, 9, 13, 31, 32, 34, 39]","[5, 1, 4, 18, 1, 2, 5]"
32,28,22,10,5.888888888888889,16,1,"[1, 3, 10, 15, 24, 28, 34, 50, 51, 54]","[2, 7, 5, 9, 4, 6, 16, 1, 3]"
33,29,30,1,0,0,0,[47],[]
34,27,23,10,5.555555555555555,12,1,"[1, 2, 4, 5, 7, 17, 25, 35, 39, 51]","[1, 2, 1, 2, 10, 8, 10, 4, 12]"
35,32,23,5,10.5,29,1,"[10, 11, 16, 23, 52]","[1, 5, 7, 29]"
36,29,23,8,5.857142857142857,11,2,"[6, 8, 13, 24, 31, 38, 42, 47]","[2, 5, 11, 7, 7, 4, 5]"
37,28,25,7,5.833333333333333,11,1,"[21, 24, 25, 36, 47, 52, 56]","[3, 1, 11, 11, 5, 4]"
38,24,25,11,3.6,9,1,"[18, 20, 23, 28, 31, 33, 39, 42, 51, 53, 54]","[2, 3, 5, 3, 2, 6, 3, 9, 2, 1]"
39,30,23,7,7.5,21,1,"[1, 10, 16, 23, 44, 45, 46]","[9, 6, 7, 21, 1, 1]"
40,25,29,6,5.6,12,2,"[14, 17, 25, 27, 30, 42]","[3, 8, 2, 3, 12]"
41,22,33,5,11.5,16,5,"[1, 17, 31, 36, 47]","[16, 14, 5, 11]"
42,27,30,3,16.0,18,14,"[25, 39, 57]","[14, 18]"
43,27,26,7,9.333333333333334,19,1,"[3, 5, 6, 17, 36, 52, 59]","[2, 1, 11, 19, 16, 7]"
44,25,29,6,10.8,21,5,"[0, 8, 29, 39, 44, 54]","[8, 21, 10, 5, 10]"
45,21,34,5,9.5,17,5,"[10, 15, 24, 31, 48]","[5, 9, 7, 17]"
46,29,24,7,6.666666666666667,16,1,"[4, 10, 12, 28, 33, 34, 44]","[6, 2, 16, 5, 1, 10]"
47,31,24,5,12.25,38,1,"[10, 48, 49, 52, 59]","[38, 1, 3, 7]"
48,30,26,4,12.666666666666666,24,6,"[4, 12, 18, 42]","[8, 6, 24]"
49,25,32,3,14.0,18,10,"[28, 46, 56]","[18, 10]"
50,34,19,7,6.5,27,1,"[11, 15, 18, 19, 46, 48, 50]","[4, 3, 1, 27, 2, 2]"
51,20,35,5,12.5,29,1,"[5, 13, 25, 54, 55]","[8, 12, 29, 1]"
52,21,34,5,10.0,20,1,"[14, 34, 45, 46, 54]","[20, 11, 1, 8]"
53,24,32,4,10.0,15,3,"[23, 26, 38, 53]","[3, 12, 15]"
54,25,33,2,6.0,6,6,"[13, 19]",[6]
55,32,24,4,10.666666666666666,21,3,"[24, 45, 53, 56]","[21, 8, 3]"
56,27,30,3,16.5,32,1,"[5, 6, 38]","[1, 32]"
57,24,31,5,12.25,21,3,"[2, 12, 33, 48, 51]","[10, 21, 15, 3]"
58,28,22,10,6.555555555555555,27,1,"[0, 1, 2, 6, 16, 17, 19, 46, 48, 59]","[1, 1, 4, 10, 1, 2, 27, 2, 11]"
59,21,33,6,7.8,23,2,"[18, 20, 24, 47, 54, 57]","[2, 4, 23, 7, 3]"
60,24,29,7,7.166666666666667,21,1,"[3, 4, 15, 21, 42, 45, 46]","[1, 11, 6, 21, 3, 1]"
61,30,25,5,10.5,19,1,"[6, 18, 19, 29, 48]","[12, 1, 10, 19]"
62,27,28,5,10.5,19,7,"[14, 23, 30, 37, 56]","[9, 7, 7, 19]"
63,25,28,7,6.666666666666667,24,1,"[2, 26, 28, 36, 38, 41, 42]","[24, 2, 8, 2, 3, 1]"
64,26,30,4,2.0,4,1,"[9, 10, 11, 15]","[1, 1, 4]"
65,22,32,6,8.4,15,1,"[9, 17, 32, 41, 42, 51]","[8, 15, 9, 1, 9]"
66,28,27,5,10.5,20,5,"[15, 27, 32, 37, 57]","[12, 5, 5, 20]"
67,26,30,4,7.333333333333333,18,1,"[7, 8, 11, 29]","[1, 3, 18]"
68,25,28,7,7.166666666666667,11,2,"[7, 15, 17, 26, 37, 39, 50]","[8, 2, 9, 11, 2, 11]"
69,31,24,5,11.25,20,7,"[2, 9, 19, 27, 47]","[7, 10, 8, 20]"
70,26,29,5,8.25,14,4,"[4, 13, 27, 33, 37]","[9, 14, 6, 4]"
71,32,25,3,6.5,12,1,"[16, 17, 29]","[1, 12]"
