diff
11
28
2
5
32
1
10
26
3
11
6
1
9
1
1
4
3
9
4
7
7
10
1
3
8
20
14
8
12
7
3
7
15
11
1
8
7
3
1
4
28
1
1
6
20
7
4
13
1
15
10
13
1
12
4
9
11
8
9
7
12
5
1
5
14
10
7
2
8
18
1
1
6
13
1
1
14
3
1
2
7
2
6
37
1
1
23
4
5
11
18
7
4
4
8
10
7
5
5
9
14
2
1
10
6
4
2
1
4
2
5
4
6
1
2
9
4
15
12
3
4
2
1
1
2
1
24
5
8
18
21
1
7
6
3
4
12
4
1
3
1
2
2
9
11
19
2
5
2
7
1
19
2
12
1
7
2
2
1
4
10
4
5
10
10
9
7
14
11
11
1
40
27
8
12
3
16
7
39
1
2
5
28
7
4
4
3
19
3
14
7
19
6
7
15
14
5
21
5
3
35
19
3
8
6
3
3
7
5
5
16
1
13
1
7
23
2
11
7
12
5
5
1
7
1
2
9
5
16
2
6
3
7
5
3
7
9
1
16
5
3
1
5
16
4
4
13
9
3
4
14
23
3
2
2
4
1
6
3
2
7
1
14
2
8
8
2
14
1
4
4
9
21
3
7
11
3
29
1
7
8
5
28
1
2
23
4
5
6
2
4
10
12
10
2
6
3
2
4
11
4
9
8
16
5
3
7
6
7
22
8
2
6
8
6
3
6
11
2
5
7
2
1
7
11
7
4
1
6
13
14
8
1
3
15
1
1
1
4
3
7
2
3
14
5
3
4
1
6
2
3
37
38
9
6
2
21
18
12
28
11
9
3
11
5
12
8
7
5
8
4
12
6
10
10
3
23
5
12
5
16
13
18
17
20
5
2
4
2
4
8
1
11
1
5
8
1
7
3
1
3
3
27
8
9
4
1
4
6
16
15
8
3
9
13
3
21
26
3
4
5
23
5
2
10
5
12
7
5
2
7
2
2
1
2
4
5
10
11
6
4
13
14
3
7
1
4
6
16
5
6
10
4
1
21
3
12
4
7
7
4
4
7
9
2
10
7
30
1
15
2
16
1
35
3
2
4
10
1
8
3
4
15
1
3
2
43
10
8
8
3
11
9
