diff
"[(1, 2, 0, 5, 5), (1, 2, 0, 9, 4), (1, 2, 0, 11, 2), (1, 2, 0, 23, 12), (1, 2, 0, 42, 19), (1, 2, 0, 45, 3), (1, 2, 0, 48, 3), (1, 2, 0, 60, 12), (1, 2, 0, 61, 1)]"
"[(1, 2, 1, 5, 5), (1, 2, 1, 19, 14), (1, 2, 1, 22, 3), (1, 2, 1, 33, 11), (1, 2, 1, 40, 7), (1, 2, 1, 45, 5), (1, 2, 1, 58, 13), (1, 2, 1, 61, 3)]"
"[(1, 2, 2, 11, 11), (1, 2, 2, 28, 17), (1, 2, 2, 30, 2), (1, 2, 2, 39, 9), (1, 2, 2, 57, 18), (1, 2, 2, 61, 4)]"
"[(1, 2, 3, 5, 5), (1, 2, 3, 9, 4), (1, 2, 3, 14, 5), (1, 2, 3, 45, 31), (1, 2, 3, 46, 1), (1, 2, 3, 57, 11), (1, 2, 3, 61, 4)]"
"[(1, 2, 4, 19, 19), (1, 2, 4, 23, 4), (1, 2, 4, 27, 4), (1, 2, 4, 35, 8), (1, 2, 4, 46, 11), (1, 2, 4, 51, 5), (1, 2, 4, 61, 10)]"
"[(1, 2, 5, 19, 19), (1, 2, 5, 24, 5), (1, 2, 5, 34, 10), (1, 2, 5, 61, 27)]"
"[(1, 2, 6, 2, 2), (1, 2, 6, 22, 20), (1, 2, 6, 27, 5), (1, 2, 6, 30, 3), (1, 2, 6, 33, 3), (1, 2, 6, 37, 4), (1, 2, 6, 38, 1), (1, 2, 6, 43, 5), (1, 2, 6, 54, 11), (1, 2, 6, 57, 3), (1, 2, 6, 61, 4)]"
"[(1, 2, 7, 9, 9), (1, 2, 7, 13, 4), (1, 2, 7, 31, 18), (1, 2, 7, 37, 6), (1, 2, 7, 46, 9), (1, 2, 7, 47, 1), (1, 2, 7, 61, 14)]"
"[(1, 2, 8, 4, 4), (1, 2, 8, 10, 6), (1, 2, 8, 20, 10), (1, 2, 8, 27, 7), (1, 2, 8, 29, 2), (1, 2, 8, 30, 1), (1, 2, 8, 55, 25), (1, 2, 8, 57, 2), (1, 2, 8, 61, 4)]"
"[(1, 2, 9, 1, 1), (1, 2, 9, 6, 5), (1, 2, 9, 9, 3), (1, 2, 9, 13, 4), (1, 2, 9, 24, 11), (1, 2, 9, 25, 1), (1, 2, 9, 34, 9), (1, 2, 9, 39, 5), (1, 2, 9, 43, 4), (1, 2, 9, 47, 4), (1, 2, 9, 48, 1), (1, 2, 9, 61, 13)]"
