diff
"[(1, 3, 0, 16, 16), (1, 3, 0, 30, 14), (1, 3, 0, 42, 12), (1, 3, 0, 61, 19)]"
"[(1, 3, 1, 11, 11), (1, 3, 1, 57, 46), (1, 3, 1, 61, 4)]"
"[(1, 3, 2, 21, 21), (1, 3, 2, 29, 8), (1, 3, 2, 36, 7), (1, 3, 2, 54, 18), (1, 3, 2, 58, 4), (1, 3, 2, 61, 3)]"
"[(1, 3, 3, 20, 20), (1, 3, 3, 22, 2), (1, 3, 3, 23, 1), (1, 3, 3, 26, 3), (1, 3, 3, 41, 15), (1, 3, 3, 61, 20)]"
"[(1, 3, 4, 6, 6), (1, 3, 4, 14, 8), (1, 3, 4, 19, 5), (1, 3, 4, 21, 2), (1, 3, 4, 34, 13), (1, 3, 4, 35, 1), (1, 3, 4, 39, 4), (1, 3, 4, 40, 1), (1, 3, 4, 42, 2), (1, 3, 4, 61, 19)]"
"[(1, 3, 5, 32, 32), (1, 3, 5, 33, 1), (1, 3, 5, 35, 2), (1, 3, 5, 40, 5), (1, 3, 5, 43, 3), (1, 3, 5, 44, 1), (1, 3, 5, 58, 14), (1, 3, 5, 59, 1), (1, 3, 5, 61, 2)]"
"[(1, 3, 6, 7, 7), (1, 3, 6, 10, 3), (1, 3, 6, 14, 4), (1, 3, 6, 40, 26), (1, 3, 6, 42, 2), (1, 3, 6, 43, 1), (1, 3, 6, 49, 6), (1, 3, 6, 54, 5), (1, 3, 6, 61, 7)]"
"[(1, 3, 7, 5, 5), (1, 3, 7, 29, 24), (1, 3, 7, 31, 2), (1, 3, 7, 35, 4), (1, 3, 7, 38, 3), (1, 3, 7, 57, 19), (1, 3, 7, 58, 1), (1, 3, 7, 61, 3)]"
"[(1, 3, 8, 7, 7), (1, 3, 8, 41, 34), (1, 3, 8, 44, 3), (1, 3, 8, 45, 1), (1, 3, 8, 61, 16)]"
"[(1, 3, 9, 3, 3), (1, 3, 9, 10, 7), (1, 3, 9, 14, 4), (1, 3, 9, 17, 3), (1, 3, 9, 19, 2), (1, 3, 9, 22, 3), (1, 3, 9, 26, 4), (1, 3, 9, 36, 10), (1, 3, 9, 37, 1), (1, 3, 9, 49, 12), (1, 3, 9, 60, 11), (1, 3, 9, 61, 1)]"
