diff
"[(0, 1, 0, 7, 7), (0, 1, 0, 11, 4), (0, 1, 0, 58, 47), (0, 1, 0, 61, 3)]"
"[(0, 1, 1, 5, 5), (0, 1, 1, 12, 7), (0, 1, 1, 18, 6), (0, 1, 1, 33, 15), (0, 1, 1, 37, 4), (0, 1, 1, 39, 2), (0, 1, 1, 42, 3), (0, 1, 1, 46, 4), (0, 1, 1, 48, 2), (0, 1, 1, 51, 3), (0, 1, 1, 53, 2), (0, 1, 1, 58, 5), (0, 1, 1, 61, 3)]"
"[(0, 1, 2, 13, 13), (0, 1, 2, 20, 7), (0, 1, 2, 35, 15), (0, 1, 2, 38, 3), (0, 1, 2, 39, 1), (0, 1, 2, 40, 1), (0, 1, 2, 43, 3), (0, 1, 2, 59, 16), (0, 1, 2, 61, 2)]"
"[(0, 1, 3, 6, 6), (0, 1, 3, 22, 16), (0, 1, 3, 30, 8), (0, 1, 3, 52, 22), (0, 1, 3, 53, 1), (0, 1, 3, 61, 8)]"
"[(0, 1, 4, 10, 10), (0, 1, 4, 13, 3), (0, 1, 4, 15, 2), (0, 1, 4, 34, 19), (0, 1, 4, 54, 20), (0, 1, 4, 55, 1), (0, 1, 4, 61, 6)]"
"[(0, 1, 5, 10, 10), (0, 1, 5, 28, 18), (0, 1, 5, 36, 8), (0, 1, 5, 38, 2), (0, 1, 5, 57, 19), (0, 1, 5, 61, 4)]"
"[(0, 1, 6, 8, 8), (0, 1, 6, 35, 27), (0, 1, 6, 41, 6), (0, 1, 6, 52, 11), (0, 1, 6, 61, 9)]"
"[(0, 1, 7, 13, 13), (0, 1, 7, 31, 18), (0, 1, 7, 40, 9), (0, 1, 7, 61, 21)]"
"[(0, 1, 8, 12, 12), (0, 1, 8, 17, 5), (0, 1, 8, 20, 3), (0, 1, 8, 28, 8), (0, 1, 8, 33, 5), (0, 1, 8, 44, 11), (0, 1, 8, 58, 14), (0, 1, 8, 61, 3)]"
"[(0, 1, 9, 25, 25), (0, 1, 9, 32, 7), (0, 1, 9, 61, 29)]"
