diff
"[(1, 7, 0, 1, 1), (1, 7, 0, 6, 5), (1, 7, 0, 17, 11), (1, 7, 0, 26, 9), (1, 7, 0, 27, 1), (1, 7, 0, 32, 5), (1, 7, 0, 40, 8), (1, 7, 0, 61, 21)]"
"[(1, 7, 1, 4, 4), (1, 7, 1, 13, 9), (1, 7, 1, 14, 1), (1, 7, 1, 46, 32), (1, 7, 1, 49, 3), (1, 7, 1, 50, 1), (1, 7, 1, 61, 11)]"
"[(1, 7, 2, 2, 2), (1, 7, 2, 15, 13), (1, 7, 2, 23, 8), (1, 7, 2, 27, 4), (1, 7, 2, 37, 10), (1, 7, 2, 40, 3), (1, 7, 2, 43, 3), (1, 7, 2, 57, 14), (1, 7, 2, 61, 4)]"
"[(1, 7, 3, 34, 34), (1, 7, 3, 37, 3), (1, 7, 3, 52, 15), (1, 7, 3, 54, 2), (1, 7, 3, 61, 7)]"
"[(1, 7, 4, 13, 13), (1, 7, 4, 26, 13), (1, 7, 4, 33, 7), (1, 7, 4, 47, 14), (1, 7, 4, 48, 1), (1, 7, 4, 61, 13)]"
"[(1, 7, 5, 2, 2), (1, 7, 5, 9, 7), (1, 7, 5, 10, 1), (1, 7, 5, 14, 4), (1, 7, 5, 15, 1), (1, 7, 5, 30, 15), (1, 7, 5, 33, 3), (1, 7, 5, 36, 3), (1, 7, 5, 46, 10), (1, 7, 5, 49, 3), (1, 7, 5, 61, 12)]"
"[(1, 7, 6, 2, 2), (1, 7, 6, 17, 15), (1, 7, 6, 23, 6), (1, 7, 6, 28, 5), (1, 7, 6, 47, 19), (1, 7, 6, 49, 2), (1, 7, 6, 60, 11), (1, 7, 6, 61, 1)]"
"[(1, 7, 7, 12, 12), (1, 7, 7, 14, 2), (1, 7, 7, 15, 1), (1, 7, 7, 17, 2), (1, 7, 7, 31, 14), (1, 7, 7, 34, 3), (1, 7, 7, 59, 25), (1, 7, 7, 61, 2)]"
"[(1, 7, 8, 20, 20), (1, 7, 8, 25, 5), (1, 7, 8, 31, 6), (1, 7, 8, 32, 1), (1, 7, 8, 61, 29)]"
"[(1, 7, 9, 13, 13), (1, 7, 9, 31, 18), (1, 7, 9, 42, 11), (1, 7, 9, 44, 2), (1, 7, 9, 55, 11), (1, 7, 9, 59, 4), (1, 7, 9, 61, 2)]"
