#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,28,27,5,10.0,27,2,"[16, 43, 50, 52, 56]","[27, 7, 2, 4]"
2,30,23,7,8.833333333333334,13,6,"[1, 12, 19, 32, 38, 47, 54]","[11, 7, 13, 6, 9, 7]"
3,23,33,4,11.666666666666666,18,2,"[6, 8, 26, 41]","[2, 18, 15]"
4,26,30,4,14.0,24,2,"[2, 26, 28, 44]","[24, 2, 16]"
5,30,27,3,23.0,32,14,"[11, 25, 57]","[14, 32]"
6,30,22,8,6.714285714285714,11,4,"[10, 14, 20, 31, 41, 47, 53, 57]","[4, 6, 11, 10, 6, 6, 4]"
7,24,32,4,9.666666666666666,14,6,"[30, 39, 45, 59]","[9, 6, 14]"
8,20,33,7,5.333333333333333,14,2,"[16, 19, 33, 36, 40, 46, 48]","[3, 14, 3, 4, 6, 2]"
9,31,26,3,13.0,20,6,"[5, 11, 31]","[6, 20]"
10,35,23,2,9.0,9,9,"[10, 19]",[9]
11,32,21,7,6.166666666666667,13,1,"[5, 6, 7, 13, 19, 29, 42]","[1, 1, 6, 6, 10, 13]"
12,33,21,6,6.2,18,2,"[28, 34, 37, 39, 41, 59]","[6, 3, 2, 2, 18]"
13,28,29,3,11.5,22,1,"[22, 23, 45]","[1, 22]"
14,24,27,9,5.0,9,1,"[13, 22, 30, 32, 34, 41, 45, 46, 53]","[9, 8, 2, 2, 7, 4, 1, 7]"
15,24,32,4,18.333333333333332,47,3,"[2, 7, 10, 57]","[5, 3, 47]"
16,28,28,4,8.666666666666666,14,4,"[28, 32, 46, 54]","[4, 14, 8]"
17,31,27,2,25.0,25,25,"[30, 55]",[25]
18,25,29,6,9.6,13,7,"[10, 23, 31, 43, 50, 58]","[13, 8, 12, 7, 8]"
19,33,23,4,14.333333333333334,23,6,"[16, 30, 36, 59]","[14, 6, 23]"
20,28,26,6,11.6,26,1,"[1, 2, 5, 27, 53, 59]","[1, 3, 22, 26, 6]"
21,21,35,4,15.0,24,2,"[8, 10, 29, 53]","[2, 19, 24]"
22,25,28,7,8.666666666666666,15,1,"[1, 16, 26, 27, 36, 44, 53]","[15, 10, 1, 9, 8, 9]"
23,25,30,5,9.0,12,6,"[21, 33, 44, 51, 57]","[12, 11, 7, 6]"
24,25,31,4,9.0,16,3,"[28, 36, 39, 55]","[8, 3, 16]"
25,26,32,2,20.0,20,20,"[36, 56]",[20]
26,26,30,4,8.333333333333334,15,2,"[11, 26, 34, 36]","[15, 8, 2]"
27,26,28,6,10.2,24,1,"[6, 9, 10, 19, 43, 57]","[3, 1, 9, 24, 14]"
28,29,24,7,8.166666666666666,25,1,"[4, 5, 30, 37, 46, 47, 53]","[1, 25, 7, 9, 1, 6]"
29,28,28,4,4.333333333333333,10,1,"[18, 28, 30, 31]","[10, 2, 1]"
30,33,24,3,18.0,22,14,"[20, 42, 56]","[22, 14]"
31,26,29,5,14.0,33,1,"[1, 4, 23, 24, 57]","[3, 19, 1, 33]"
32,24,33,3,25.5,38,13,"[4, 17, 55]","[13, 38]"
33,27,27,6,10.4,22,2,"[2, 8, 22, 24, 46, 54]","[6, 14, 2, 22, 8]"
34,26,28,6,6.6,15,1,"[8, 23, 30, 31, 39, 41]","[15, 7, 1, 8, 2]"
35,24,29,7,9.666666666666666,24,2,"[0, 24, 31, 46, 50, 56, 58]","[24, 7, 15, 4, 6, 2]"
36,31,22,7,9.666666666666666,18,3,"[0, 8, 19, 26, 44, 55, 58]","[8, 11, 7, 18, 11, 3]"
37,24,31,5,14.5,27,3,"[1, 28, 31, 37, 59]","[27, 3, 6, 22]"
38,27,26,7,7.333333333333333,21,2,"[14, 16, 21, 42, 44, 52, 58]","[2, 5, 21, 2, 8, 6]"
39,31,20,9,5.75,17,1,"[5, 7, 12, 18, 19, 22, 29, 34, 51]","[2, 5, 6, 1, 3, 7, 5, 17]"
40,23,33,4,9.666666666666666,24,1,"[2, 6, 30, 31]","[4, 24, 1]"
41,25,30,5,11.0,22,1,"[12, 25, 33, 34, 56]","[13, 8, 1, 22]"
42,34,20,6,6.0,14,1,"[18, 26, 30, 44, 45, 48]","[8, 4, 14, 1, 3]"
43,28,30,2,6.0,6,6,"[17, 23]",[6]
44,23,31,6,8.6,14,3,"[10, 24, 28, 39, 50, 53]","[14, 4, 11, 11, 3]"
45,29,26,5,14.5,39,4,"[0, 4, 43, 47, 58]","[4, 39, 4, 11]"
46,28,27,5,14.0,31,1,"[0, 4, 5, 36, 56]","[4, 1, 31, 20]"
47,25,31,4,6.666666666666667,15,1,"[17, 18, 22, 37]","[1, 4, 15]"
48,27,25,8,6.571428571428571,19,1,"[0, 1, 6, 15, 17, 23, 42, 46]","[1, 5, 9, 2, 6, 19, 4]"
49,26,26,8,7.142857142857143,16,2,"[4, 6, 16, 26, 42, 44, 49, 54]","[2, 10, 10, 16, 2, 5, 5]"
50,28,30,2,14.0,14,14,"[21, 35]",[14]
51,25,29,6,9.8,15,3,"[3, 10, 13, 25, 37, 52]","[7, 3, 12, 12, 15]"
52,30,27,3,4.5,8,1,"[43, 51, 52]","[8, 1]"
53,25,28,7,8.833333333333334,18,1,"[6, 13, 14, 20, 37, 55, 59]","[7, 1, 6, 17, 18, 4]"
54,31,22,7,4.833333333333333,7,1,"[22, 28, 34, 36, 37, 44, 51]","[6, 6, 2, 1, 7, 7]"
55,32,22,6,7.8,13,1,"[13, 21, 27, 40, 41, 52]","[8, 6, 13, 1, 11]"
56,30,25,5,7.0,14,4,"[2, 7, 12, 26, 30]","[5, 5, 14, 4]"
57,30,28,2,2.0,2,2,"[24, 26]",[2]
58,22,34,4,4.333333333333333,7,2,"[34, 38, 40, 47]","[4, 2, 7]"
59,24,27,9,7.125,21,1,"[1, 9, 30, 33, 46, 48, 49, 52, 58]","[8, 21, 3, 13, 2, 1, 3, 6]"
60,21,32,7,7.5,14,3,"[14, 21, 28, 31, 40, 54, 59]","[7, 7, 3, 9, 14, 5]"
61,27,25,8,5.714285714285714,12,1,"[17, 27, 33, 37, 38, 39, 51, 57]","[10, 6, 4, 1, 1, 12, 6]"
62,30,26,4,10.0,13,6,"[7, 13, 24, 37]","[6, 11, 13]"
63,30,25,5,13.75,27,5,"[2, 8, 13, 30, 57]","[6, 5, 17, 27]"
64,22,30,8,8.142857142857142,17,1,"[2, 19, 20, 25, 39, 42, 48, 59]","[17, 1, 5, 14, 3, 6, 11]"
65,29,24,7,9.333333333333334,15,4,"[0, 10, 18, 23, 37, 41, 56]","[10, 8, 5, 14, 4, 15]"
66,29,28,3,17.5,23,12,"[4, 16, 39]","[12, 23]"
67,30,26,4,15.0,24,5,"[5, 29, 34, 50]","[24, 5, 16]"
68,34,22,4,16.0,28,1,"[9, 10, 29, 57]","[1, 19, 28]"
69,25,29,6,11.0,38,1,"[4, 8, 15, 53, 58, 59]","[4, 7, 38, 5, 1]"
70,26,31,3,2.5,3,2,"[13, 16, 18]","[3, 2]"
71,30,26,4,9.0,20,1,"[14, 20, 21, 41]","[6, 1, 20]"
72,27,27,6,10.2,13,4,"[8, 19, 31, 42, 55, 59]","[11, 12, 11, 13, 4]"
73,30,23,7,9.0,17,3,"[5, 14, 20, 23, 40, 46, 59]","[9, 6, 3, 17, 6, 13]"
74,33,24,3,28.5,38,19,"[1, 20, 58]","[19, 38]"
75,22,33,5,14.25,20,9,"[2, 12, 32, 50, 59]","[10, 20, 18, 9]"
76,24,31,5,14.0,34,1,"[3, 37, 42, 43, 59]","[34, 5, 1, 16]"
77,32,23,5,4.25,6,1,"[21, 27, 28, 34, 38]","[6, 1, 6, 4]"
78,18,34,8,7.142857142857143,19,1,"[8, 9, 28, 39, 46, 47, 51, 58]","[1, 19, 11, 7, 1, 4, 7]"
79,28,25,7,6.0,9,1,"[12, 21, 29, 31, 40, 47, 48]","[9, 8, 2, 9, 7, 1]"
80,21,35,4,14.333333333333334,41,1,"[2, 3, 44, 45]","[1, 41, 1]"
81,30,24,6,10.2,21,1,"[7, 16, 33, 34, 37, 58]","[9, 17, 1, 3, 21]"
82,29,21,10,5.666666666666667,9,1,"[4, 8, 9, 15, 24, 32, 41, 45, 51, 55]","[4, 1, 6, 9, 8, 9, 4, 6, 4]"
83,21,33,6,7.8,28,1,"[18, 21, 22, 27, 55, 57]","[3, 1, 5, 28, 2]"
84,24,28,8,5.714285714285714,10,3,"[11, 14, 24, 27, 30, 35, 42, 51]","[3, 10, 3, 3, 5, 7, 9]"
85,25,30,5,9.0,20,3,"[23, 26, 32, 39, 59]","[3, 6, 7, 20]"
86,26,30,4,8.666666666666666,15,4,"[13, 28, 35, 39]","[15, 7, 4]"
87,32,23,5,6.75,12,2,"[24, 26, 35, 47, 51]","[2, 9, 12, 4]"
88,29,25,6,7.8,23,3,"[15, 19, 22, 27, 31, 54]","[4, 3, 5, 4, 23]"
89,37,20,3,7.5,12,3,"[36, 48, 51]","[12, 3]"
90,23,31,6,6.0,23,1,"[11, 12, 14, 17, 18, 41]","[1, 2, 3, 1, 23]"
91,24,28,8,5.428571428571429,13,1,"[2, 15, 16, 18, 20, 23, 31, 40]","[13, 1, 2, 2, 3, 8, 9]"
92,24,26,10,6.555555555555555,17,1,"[0, 6, 13, 18, 22, 36, 38, 41, 42, 59]","[6, 7, 5, 4, 14, 2, 3, 1, 17]"
93,28,24,8,6.571428571428571,13,1,"[4, 14, 27, 33, 34, 40, 45, 50]","[10, 13, 6, 1, 6, 5, 5]"
94,14,37,9,6.875,18,2,"[3, 9, 27, 29, 32, 35, 38, 44, 58]","[6, 18, 2, 3, 3, 3, 6, 14]"
95,26,24,10,6.333333333333333,15,2,"[0, 15, 21, 29, 34, 39, 47, 52, 54, 57]","[15, 6, 8, 5, 5, 8, 5, 2, 3]"
96,30,25,5,8.0,12,2,"[27, 39, 51, 53, 59]","[12, 12, 2, 6]"
97,27,22,11,5.0,10,2,"[1, 5, 10, 12, 15, 25, 29, 31, 38, 45, 51]","[4, 5, 2, 3, 10, 4, 2, 7, 7, 6]"
98,27,27,6,10.6,20,1,"[4, 7, 26, 27, 37, 57]","[3, 19, 1, 10, 20]"
99,31,24,5,9.25,25,1,"[5, 10, 16, 17, 42]","[5, 6, 1, 25]"
100,28,26,6,10.4,21,4,"[3, 19, 25, 29, 50, 55]","[16, 6, 4, 21, 5]"
