diff
8
7
3
2
15
2
5
6
23
18
8
1
1
20
3
4
3
4
2
9
12
1
1
15
4
4
5
3
3
5
2
3
2
1
22
18
29
4
1
8
11
6
4
3
12
6
5
15
2
2
20
6
1
4
23
13
5
3
7
3
4
6
3
14
1
5
26
5
6
4
3
4
8
7
2
2
24
1
5
3
33
15
17
4
10
1
12
13
12
20
17
16
2
2
4
15
1
10
1
1
18
20
2
1
10
11
3
3
2
9
11
9
6
10
5
7
14
24
1
7
5
21
1
34
1
7
15
7
11
17
6
12
4
3
5
11
3
1
3
5
8
1
3
6
3
1
2
14
6
8
6
11
14
2
6
14
8
7
2
3
21
3
2
1
1
15
3
3
10
9
6
1
6
1
2
11
8
13
4
2
2
2
5
5
11
24
9
10
10
6
14
3
3
7
4
18
15
1
9
8
6
6
5
5
3
8
2
3
4
5
13
4
4
3
2
6
3
11
7
7
3
25
1
1
8
1
12
6
10
1
3
2
19
6
15
3
14
3
11
8
3
10
10
5
13
8
6
2
19
5
8
36
12
9
3
9
9
13
1
2
6
4
4
25
6
3
4
5
6
3
3
13
2
16
15
5
9
1
29
15
8
1
5
5
15
4
19
1
12
14
8
15
5
25
3
1
16
10
15
5
19
20
5
12
1
15
12
20
2
15
9
6
4
15
5
8
4
7
2
9
18
12
14
8
17
17
27
11
5
8
3
24
12
6
11
10
5
2
15
1
4
4
1
7
2
1
9
3
14
2
31
16
6
8
1
2
6
2
7
13
2
7
6
8
1
5
3
5
5
10
1
14
1
3
14
1
8
14
19
12
12
11
10
14
3
23
7
6
32
7
5
10
24
1
8
7
12
6
2
12
3
7
4
24
6
10
2
14
11
1
2
6
1
16
4
23
17
1
12
5
9
8
13
4
4
1
7
4
5
4
5
1
14
5
6
27
3
7
1
15
22
24
4
1
5
5
5
4
8
7
1
11
4
7
3
2
1
3
10
7
8
16
7
3
4
19
4
8
8
14
7
2
7
5
6
4
1
20
29
2
7
5
3
2
1
2
10
13
4
15
23
7
2
51
5
8
15
8
1
2
1
14
2
24
7
14
2
3
17
14
9
24
15
3
