diff
28
30
2
4
3
4
9
14
2
3
4
16
24
11
16
7
9
3
1
2
25
9
6
9
15
2
4
3
8
1
21
2
17
6
10
8
3
10
2
1
20
20
12
21
3
1
4
17
4
13
19
39
6
1
7
5
2
13
5
4
5
1
9
3
8
14
10
30
12
3
2
2
3
7
13
2
11
18
1
10
10
7
1
5
16
1
10
3
19
4
6
13
5
5
2
8
14
8
3
1
3
10
26
6
4
3
3
7
1
16
16
9
4
3
1
5
5
4
3
9
18
19
8
13
9
3
7
5
19
2
6
4
4
5
6
35
8
1
4
6
7
17
1
2
3
8
14
6
1
19
10
11
1
8
2
15
1
12
1
29
5
2
17
13
18
6
17
2
12
18
1
17
3
6
12
3
7
1
15
4
39
16
23
3
9
25
2
4
3
2
6
1
5
3
5
20
4
5
8
1
2
4
6
1
4
6
4
10
2
7
13
4
4
1
28
4
10
3
3
11
12
8
11
7
2
6
5
4
4
22
2
1
11
9
10
5
13
2
4
2
3
3
3
1
4
6
3
4
19
2
1
3
19
4
1
4
7
5
1
2
12
21
2
14
2
8
13
9
6
6
13
8
9
14
21
3
10
3
3
5
3
8
6
14
24
4
4
8
27
5
1
1
4
1
19
6
3
12
3
8
20
1
1
13
9
5
18
2
18
8
17
20
2
14
9
1
28
3
1
9
28
4
5
3
15
9
5
5
2
3
9
5
1
5
2
1
6
2
13
1
19
1
14
39
7
3
1
1
3
3
1
1
10
1
6
1
7
7
10
21
10
6
4
4
6
7
4
3
3
5
44
3
24
8
2
1
7
1
1
8
10
5
9
14
14
27
1
11
3
11
4
12
14
9
1
5
10
6
2
12
1
4
5
1
5
15
7
3
12
2
23
18
1
3
12
7
1
17
10
1
9
2
29
1
3
1
24
11
5
1
6
10
18
7
5
2
21
3
11
7
6
10
5
10
2
3
5
1
2
6
11
1
6
13
26
12
2
13
16
15
1
16
1
10
14
5
2
3
3
4
3
8
6
12
4
1
5
6
9
9
5
5
5
5
2
