diff
"[(0, 4, 0, 9, 9), (0, 4, 0, 15, 6), (0, 4, 0, 27, 12), (0, 4, 0, 35, 8), (0, 4, 0, 61, 26)]"
"[(0, 4, 1, 4, 4), (0, 4, 1, 12, 8), (0, 4, 1, 18, 6), (0, 4, 1, 24, 6), (0, 4, 1, 39, 15), (0, 4, 1, 49, 10), (0, 4, 1, 54, 5), (0, 4, 1, 58, 4), (0, 4, 1, 61, 3)]"
"[(0, 4, 2, 15, 15), (0, 4, 2, 26, 11), (0, 4, 2, 34, 8), (0, 4, 2, 38, 4), (0, 4, 2, 54, 16), (0, 4, 2, 60, 6), (0, 4, 2, 61, 1)]"
"[(0, 4, 3, 4, 4), (0, 4, 3, 14, 10), (0, 4, 3, 33, 19), (0, 4, 3, 34, 1), (0, 4, 3, 35, 1), (0, 4, 3, 53, 18), (0, 4, 3, 61, 8)]"
"[(0, 4, 4, 5, 5), (0, 4, 4, 14, 9), (0, 4, 4, 18, 4), (0, 4, 4, 25, 7), (0, 4, 4, 31, 6), (0, 4, 4, 61, 30)]"
"[(0, 4, 5, 2, 2), (0, 4, 5, 18, 16), (0, 4, 5, 61, 43)]"
"[(0, 4, 6, 1, 1), (0, 4, 6, 3, 2), (0, 4, 6, 9, 6), (0, 4, 6, 25, 16), (0, 4, 6, 27, 2), (0, 4, 6, 35, 8), (0, 4, 6, 40, 5), (0, 4, 6, 43, 3), (0, 4, 6, 53, 10), (0, 4, 6, 61, 8)]"
"[(0, 4, 7, 2, 2), (0, 4, 7, 18, 16), (0, 4, 7, 21, 3), (0, 4, 7, 61, 40)]"
"[(0, 4, 8, 8, 8), (0, 4, 8, 22, 14), (0, 4, 8, 31, 9), (0, 4, 8, 42, 11), (0, 4, 8, 43, 1), (0, 4, 8, 45, 2), (0, 4, 8, 48, 3), (0, 4, 8, 61, 13)]"
"[(0, 4, 9, 1, 1), (0, 4, 9, 13, 12), (0, 4, 9, 30, 17), (0, 4, 9, 39, 9), (0, 4, 9, 60, 21), (0, 4, 9, 61, 1)]"
