diff
"[(1, 6, 0, 21, 21), (1, 6, 0, 25, 4), (1, 6, 0, 44, 19), (1, 6, 0, 58, 14), (1, 6, 0, 61, 3)]"
"[(1, 6, 1, 5, 5), (1, 6, 1, 10, 5), (1, 6, 1, 20, 10), (1, 6, 1, 31, 11), (1, 6, 1, 55, 24), (1, 6, 1, 61, 6)]"
"[(1, 6, 2, 1, 1), (1, 6, 2, 11, 10), (1, 6, 2, 31, 20), (1, 6, 2, 33, 2), (1, 6, 2, 57, 24), (1, 6, 2, 61, 4)]"
"[(1, 6, 3, 9, 9), (1, 6, 3, 20, 11), (1, 6, 3, 39, 19), (1, 6, 3, 41, 2), (1, 6, 3, 50, 9), (1, 6, 3, 52, 2), (1, 6, 3, 53, 1), (1, 6, 3, 61, 8)]"
"[(1, 6, 4, 1, 1), (1, 6, 4, 4, 3), (1, 6, 4, 5, 1), (1, 6, 4, 19, 14), (1, 6, 4, 21, 2), (1, 6, 4, 23, 2), (1, 6, 4, 32, 9), (1, 6, 4, 45, 13), (1, 6, 4, 52, 7), (1, 6, 4, 61, 9)]"
"[(1, 6, 5, 8, 8), (1, 6, 5, 20, 12), (1, 6, 5, 34, 14), (1, 6, 5, 47, 13), (1, 6, 5, 57, 10), (1, 6, 5, 61, 4)]"
"[(1, 6, 6, 11, 11), (1, 6, 6, 16, 5), (1, 6, 6, 25, 9), (1, 6, 6, 43, 18), (1, 6, 6, 55, 12), (1, 6, 6, 58, 3), (1, 6, 6, 61, 3)]"
"[(1, 6, 7, 16, 16), (1, 6, 7, 25, 9), (1, 6, 7, 26, 1), (1, 6, 7, 33, 7), (1, 6, 7, 40, 7), (1, 6, 7, 45, 5), (1, 6, 7, 49, 4), (1, 6, 7, 54, 5), (1, 6, 7, 61, 7)]"
"[(1, 6, 8, 1, 1), (1, 6, 8, 5, 4), (1, 6, 8, 23, 18), (1, 6, 8, 26, 3), (1, 6, 8, 61, 35)]"
"[(1, 6, 9, 5, 5), (1, 6, 9, 22, 17), (1, 6, 9, 29, 7), (1, 6, 9, 42, 13), (1, 6, 9, 47, 5), (1, 6, 9, 61, 14)]"
