diff
3
30
11
1
7
1
14
2
5
1
5
9
3
23
15
12
6
6
7
22
4
15
2
1
7
11
18
4
5
6
1
4
8
9
12
2
10
4
8
8
10
9
16
4
5
9
26
8
1
12
5
2
14
2
3
2
6
8
1
5
3
6
16
1
2
11
9
1
5
1
1
14
3
2
2
5
10
2
1
7
17
1
24
5
4
6
20
3
6
2
18
13
21
6
4
3
26
11
3
2
9
1
11
1
17
9
10
2
12
15
2
5
17
2
6
10
17
18
9
4
4
2
7
5
3
5
14
20
10
6
7
21
2
1
9
7
2
5
9
3
4
2
1
3
3
2
1
3
18
5
2
1
5
12
4
19
11
2
15
8
2
8
5
8
2
11
12
8
5
8
1
3
23
30
6
12
13
22
2
2
24
10
32
2
1
2
3
12
8
8
2
7
8
1
1
4
16
7
6
12
5
7
4
1
4
5
8
34
8
11
9
3
2
4
11
15
8
3
14
7
2
13
9
20
6
3
3
14
14
6
8
3
21
7
1
11
23
6
2
1
6
6
13
4
4
10
4
2
5
14
10
2
10
28
9
1
1
5
5
7
7
9
5
1
3
1
6
9
40
2
11
16
7
12
14
1
13
20
20
4
8
4
13
2
18
5
4
5
7
13
24
4
5
21
23
15
6
9
3
15
13
2
3
10
22
3
8
2
6
4
20
1
23
7
5
7
14
9
7
19
4
6
16
2
18
4
5
17
18
5
3
7
2
5
1
2
6
8
5
8
2
2
11
3
2
6
1
11
15
17
4
4
3
15
6
1
7
10
2
7
3
19
4
23
3
2
12
1
5
3
13
13
10
8
2
17
12
24
2
1
17
2
22
7
3
2
8
1
3
9
15
22
5
12
3
16
1
2
17
10
6
1
17
12
6
14
21
10
2
8
35
15
7
19
1
2
5
7
1
2
14
4
3
6
16
9
13
3
12
3
10
7
2
18
26
1
9
15
3
11
6
10
8
1
21
7
18
7
13
3
5
22
17
6
20
10
3
5
2
8
2
5
1
1
1
16
2
3
15
5
7
2
1
13
1
1
8
5
1
3
8
12
35
9
4
32
5
2
7
1
3
1
1
6
22
14
2
3
