diff
"[(0, 5, 0, 9, 9), (0, 5, 0, 17, 8), (0, 5, 0, 22, 5), (0, 5, 0, 43, 21), (0, 5, 0, 44, 1), (0, 5, 0, 54, 10), (0, 5, 0, 61, 7)]"
"[(0, 5, 1, 46, 46), (0, 5, 1, 48, 2), (0, 5, 1, 52, 4), (0, 5, 1, 61, 9)]"
"[(0, 5, 2, 16, 16), (0, 5, 2, 25, 9), (0, 5, 2, 38, 13), (0, 5, 2, 41, 3), (0, 5, 2, 54, 13), (0, 5, 2, 56, 2), (0, 5, 2, 59, 3), (0, 5, 2, 60, 1), (0, 5, 2, 61, 1)]"
"[(0, 5, 3, 21, 21), (0, 5, 3, 45, 24), (0, 5, 3, 58, 13), (0, 5, 3, 59, 1), (0, 5, 3, 60, 1), (0, 5, 3, 61, 1)]"
"[(0, 5, 4, 6, 6), (0, 5, 4, 10, 4), (0, 5, 4, 33, 23), (0, 5, 4, 43, 10), (0, 5, 4, 56, 13), (0, 5, 4, 61, 5)]"
"[(0, 5, 5, 5, 5), (0, 5, 5, 6, 1), (0, 5, 5, 17, 11), (0, 5, 5, 27, 10), (0, 5, 5, 56, 29), (0, 5, 5, 58, 2), (0, 5, 5, 59, 1), (0, 5, 5, 61, 2)]"
"[(0, 5, 6, 3, 3), (0, 5, 6, 10, 7), (0, 5, 6, 12, 2), (0, 5, 6, 16, 4), (0, 5, 6, 28, 12), (0, 5, 6, 32, 4), (0, 5, 6, 61, 29)]"
"[(0, 5, 7, 3, 3), (0, 5, 7, 9, 6), (0, 5, 7, 23, 14), (0, 5, 7, 58, 35), (0, 5, 7, 61, 3)]"
"[(0, 5, 8, 2, 2), (0, 5, 8, 5, 3), (0, 5, 8, 18, 13), (0, 5, 8, 19, 1), (0, 5, 8, 39, 20), (0, 5, 8, 41, 2), (0, 5, 8, 58, 17), (0, 5, 8, 61, 3)]"
"[(0, 5, 9, 9, 9), (0, 5, 9, 11, 2), (0, 5, 9, 16, 5), (0, 5, 9, 31, 15), (0, 5, 9, 39, 8), (0, 5, 9, 57, 18), (0, 5, 9, 61, 4)]"
