diff
"[(1, 1, 0, 3, 3), (1, 1, 0, 12, 9), (1, 1, 0, 25, 13), (1, 1, 0, 30, 5), (1, 1, 0, 61, 31)]"
"[(1, 1, 1, 3, 3), (1, 1, 1, 7, 4), (1, 1, 1, 19, 12), (1, 1, 1, 23, 4), (1, 1, 1, 28, 5), (1, 1, 1, 38, 10), (1, 1, 1, 49, 11), (1, 1, 1, 61, 12)]"
"[(1, 1, 2, 6, 6), (1, 1, 2, 18, 12), (1, 1, 2, 23, 5), (1, 1, 2, 34, 11), (1, 1, 2, 38, 4), (1, 1, 2, 61, 23)]"
"[(1, 1, 3, 13, 13), (1, 1, 3, 36, 23), (1, 1, 3, 61, 25)]"
"[(1, 1, 4, 29, 29), (1, 1, 4, 36, 7), (1, 1, 4, 43, 7), (1, 1, 4, 61, 18)]"
"[(1, 1, 5, 1, 1), (1, 1, 5, 3, 2), (1, 1, 5, 6, 3), (1, 1, 5, 13, 7), (1, 1, 5, 28, 15), (1, 1, 5, 32, 4), (1, 1, 5, 38, 6), (1, 1, 5, 42, 4), (1, 1, 5, 43, 1), (1, 1, 5, 45, 2), (1, 1, 5, 48, 3), (1, 1, 5, 58, 10), (1, 1, 5, 61, 3)]"
"[(1, 1, 6, 12, 12), (1, 1, 6, 30, 18), (1, 1, 6, 38, 8), (1, 1, 6, 61, 23)]"
"[(1, 1, 7, 2, 2), (1, 1, 7, 10, 8), (1, 1, 7, 13, 3), (1, 1, 7, 30, 17), (1, 1, 7, 61, 31)]"
"[(1, 1, 8, 4, 4), (1, 1, 8, 14, 10), (1, 1, 8, 22, 8), (1, 1, 8, 34, 12), (1, 1, 8, 39, 5), (1, 1, 8, 45, 6), (1, 1, 8, 61, 16)]"
"[(1, 1, 9, 6, 6), (1, 1, 9, 26, 20), (1, 1, 9, 38, 12), (1, 1, 9, 59, 21), (1, 1, 9, 61, 2)]"
