diff
19
19
3
40
15
4
21
17
22
6
1
15
4
1
28
9
2
23
5
22
1
2
3
2
6
11
20
5
2
4
10
12
1
5
2
5
14
5
6
2
7
8
3
7
6
7
2
5
3
13
10
7
10
30
3
1
5
7
2
9
11
35
6
12
3
11
17
7
22
5
6
3
6
8
4
3
3
30
3
4
7
43
2
1
27
4
3
5
7
7
4
4
25
5
17
2
15
4
15
5
4
16
12
1
6
7
10
10
4
6
10
28
1
14
18
1
2
5
19
10
2
1
16
6
4
17
18
1
3
3
7
3
1
18
3
7
8
3
5
1
13
1
13
6
11
6
3
13
19
3
10
1
5
10
6
2
2
1
10
3
5
6
4
8
10
6
3
4
4
11
13
3
3
17
3
13
8
1
11
3
4
8
4
15
7
20
1
2
2
7
1
4
10
8
10
5
1
10
8
7
1
8
14
2
11
8
5
16
16
9
7
3
4
10
21
2
7
6
6
2
12
14
10
7
1
36
2
9
5
6
3
21
6
6
12
5
8
29
16
5
7
3
9
2
4
4
1
25
1
15
22
4
9
4
1
6
2
6
12
10
5
1
3
13
22
6
6
2
9
1
33
2
14
22
2
4
3
3
15
16
5
13
17
1
3
21
2
2
4
9
3
13
1
16
4
7
11
10
4
8
3
3
6
1
7
5
16
6
20
5
1
9
6
3
23
3
3
1
5
4
5
4
4
6
9
17
2
9
6
6
7
2
8
6
1
3
4
5
17
1
18
8
4
3
6
2
7
12
9
5
6
4
1
2
3
8
8
17
6
1
12
16
2
18
1
5
20
19
2
18
2
7
5
13
16
2
4
11
4
8
9
12
1
9
11
11
5
13
5
2
2
8
18
2
14
6
9
2
4
7
10
10
6
6
4
8
18
31
2
1
14
1
13
6
5
9
4
2
18
1
6
5
3
6
10
1
11
18
5
8
14
5
11
5
6
26
2
3
29
6
10
41
2
8
14
9
2
5
11
8
14
14
5
19
10
14
4
