diff
"[(0, 0, 0, 30, 30), (0, 0, 0, 31, 1), (0, 0, 0, 38, 7), (0, 0, 0, 41, 3), (0, 0, 0, 44, 3), (0, 0, 0, 45, 1), (0, 0, 0, 46, 1), (0, 0, 0, 55, 9), (0, 0, 0, 61, 6)]"
"[(0, 0, 1, 7, 7), (0, 0, 1, 20, 13), (0, 0, 1, 50, 30), (0, 0, 1, 58, 8), (0, 0, 1, 61, 3)]"
"[(0, 0, 2, 7, 7), (0, 0, 2, 21, 14), (0, 0, 2, 22, 1), (0, 0, 2, 32, 10), (0, 0, 2, 39, 7), (0, 0, 2, 44, 5), (0, 0, 2, 46, 2), (0, 0, 2, 61, 15)]"
"[(0, 0, 3, 8, 8), (0, 0, 3, 11, 3), (0, 0, 3, 42, 31), (0, 0, 3, 55, 13), (0, 0, 3, 61, 6)]"
"[(0, 0, 4, 8, 8), (0, 0, 4, 18, 10), (0, 0, 4, 29, 11), (0, 0, 4, 34, 5), (0, 0, 4, 35, 1), (0, 0, 4, 55, 20), (0, 0, 4, 60, 5), (0, 0, 4, 61, 1)]"
"[(0, 0, 5, 11, 11), (0, 0, 5, 17, 6), (0, 0, 5, 21, 4), (0, 0, 5, 36, 15), (0, 0, 5, 53, 17), (0, 0, 5, 61, 8)]"
"[(0, 0, 6, 15, 15), (0, 0, 6, 17, 2), (0, 0, 6, 37, 20), (0, 0, 6, 59, 22), (0, 0, 6, 60, 1), (0, 0, 6, 61, 1)]"
"[(0, 0, 7, 36, 36), (0, 0, 7, 46, 10), (0, 0, 7, 61, 15)]"
"[(0, 0, 8, 30, 30), (0, 0, 8, 31, 1), (0, 0, 8, 46, 15), (0, 0, 8, 48, 2), (0, 0, 8, 54, 6), (0, 0, 8, 58, 4), (0, 0, 8, 61, 3)]"
"[(0, 0, 9, 5, 5), (0, 0, 9, 7, 2), (0, 0, 9, 12, 5), (0, 0, 9, 13, 1), (0, 0, 9, 24, 11), (0, 0, 9, 29, 5), (0, 0, 9, 33, 4), (0, 0, 9, 44, 11), (0, 0, 9, 45, 1), (0, 0, 9, 61, 16)]"
