diff
"[(0, 6, 0, 3, 3), (0, 6, 0, 4, 1), (0, 6, 0, 6, 2), (0, 6, 0, 9, 3), (0, 6, 0, 14, 5), (0, 6, 0, 30, 16), (0, 6, 0, 37, 7), (0, 6, 0, 39, 2), (0, 6, 0, 40, 1), (0, 6, 0, 52, 12), (0, 6, 0, 58, 6), (0, 6, 0, 61, 3)]"
"[(0, 6, 1, 17, 17), (0, 6, 1, 26, 9), (0, 6, 1, 27, 1), (0, 6, 1, 31, 4), (0, 6, 1, 44, 13), (0, 6, 1, 61, 17)]"
"[(0, 6, 2, 18, 18), (0, 6, 2, 22, 4), (0, 6, 2, 31, 9), (0, 6, 2, 44, 13), (0, 6, 2, 48, 4), (0, 6, 2, 50, 2), (0, 6, 2, 61, 11)]"
"[(0, 6, 3, 4, 4), (0, 6, 3, 6, 2), (0, 6, 3, 12, 6), (0, 6, 3, 15, 3), (0, 6, 3, 22, 7), (0, 6, 3, 24, 2), (0, 6, 3, 26, 2), (0, 6, 3, 53, 27), (0, 6, 3, 61, 8)]"
"[(0, 6, 4, 19, 19), (0, 6, 4, 51, 32), (0, 6, 4, 58, 7), (0, 6, 4, 61, 3)]"
"[(0, 6, 5, 24, 24), (0, 6, 5, 29, 5), (0, 6, 5, 37, 8), (0, 6, 5, 44, 7), (0, 6, 5, 61, 17)]"
"[(0, 6, 6, 18, 18), (0, 6, 6, 40, 22), (0, 6, 6, 50, 10), (0, 6, 6, 54, 4), (0, 6, 6, 61, 7)]"
"[(0, 6, 7, 14, 14), (0, 6, 7, 15, 1), (0, 6, 7, 20, 5), (0, 6, 7, 46, 26), (0, 6, 7, 48, 2), (0, 6, 7, 51, 3), (0, 6, 7, 53, 2), (0, 6, 7, 61, 8)]"
"[(0, 6, 8, 9, 9), (0, 6, 8, 17, 8), (0, 6, 8, 22, 5), (0, 6, 8, 61, 39)]"
"[(0, 6, 9, 14, 14), (0, 6, 9, 31, 17), (0, 6, 9, 61, 30)]"
