#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,24,33,3,10.0,18,2,"[39, 57, 59]","[18, 2]"
2,27,25,8,7.142857142857143,24,2,"[7, 9, 11, 35, 39, 46, 55, 57]","[2, 2, 24, 4, 7, 9, 2]"
3,23,33,4,3.6666666666666665,5,3,"[1, 4, 9, 12]","[3, 5, 3]"
4,29,30,1,0,0,0,[46],[]
5,26,27,7,8.5,31,1,"[4, 35, 36, 45, 46, 52, 55]","[31, 1, 9, 1, 6, 3]"
6,25,26,9,4.25,12,1,"[23, 25, 31, 34, 39, 42, 44, 56, 57]","[2, 6, 3, 5, 3, 2, 12, 1]"
7,33,21,6,10.0,32,1,"[5, 37, 38, 40, 47, 55]","[32, 1, 2, 7, 8]"
8,30,28,2,51.0,51,51,"[1, 52]",[51]
9,31,21,8,6.285714285714286,23,1,"[10, 13, 14, 19, 42, 43, 49, 54]","[3, 1, 5, 23, 1, 6, 5]"
10,28,26,6,10.0,30,3,"[2, 11, 14, 18, 48, 52]","[9, 3, 4, 30, 4]"
11,26,28,6,10.6,20,4,"[0, 9, 29, 42, 49, 53]","[9, 20, 13, 7, 4]"
12,28,26,6,8.4,19,1,"[5, 24, 41, 42, 46, 47]","[19, 17, 1, 4, 1]"
13,27,30,3,10.0,16,4,"[32, 48, 52]","[16, 4]"
14,26,30,4,11.0,30,1,"[9, 39, 40, 42]","[30, 1, 2]"
15,39,18,3,15.0,19,11,"[12, 31, 42]","[19, 11]"
16,23,33,4,5.666666666666667,7,4,"[32, 39, 43, 49]","[7, 4, 6]"
17,28,28,4,6.0,12,2,"[25, 37, 39, 43]","[12, 2, 4]"
18,28,27,5,12.75,24,6,"[4, 28, 40, 46, 55]","[24, 12, 6, 9]"
19,32,19,9,7.0,15,2,"[1, 5, 9, 19, 21, 25, 27, 42, 57]","[4, 4, 10, 2, 4, 2, 15, 15]"
20,27,29,4,10.333333333333334,14,6,"[5, 11, 25, 36]","[6, 14, 11]"
21,25,32,3,19.5,24,15,"[1, 25, 40]","[24, 15]"
22,23,32,5,6.75,14,1,"[10, 24, 35, 36, 37]","[14, 11, 1, 1]"
23,25,33,2,6.0,6,6,"[10, 16]",[6]
24,34,22,4,12.333333333333334,24,3,"[0, 24, 34, 37]","[24, 10, 3]"
25,26,30,4,14.0,20,10,"[10, 20, 40, 52]","[10, 20, 12]"
26,30,27,3,15.5,27,4,"[10, 37, 41]","[27, 4]"
27,36,21,3,23.5,35,12,"[7, 19, 54]","[12, 35]"
28,23,29,8,6.428571428571429,14,2,"[12, 17, 21, 27, 37, 41, 43, 57]","[5, 4, 6, 10, 4, 2, 14]"
29,24,29,7,6.833333333333333,19,1,"[8, 14, 15, 17, 36, 48, 49]","[6, 1, 2, 19, 12, 1]"
30,21,32,7,8.833333333333334,40,1,"[2, 4, 5, 10, 50, 51, 55]","[2, 1, 5, 40, 1, 4]"
31,29,27,4,8.0,12,4,"[20, 28, 32, 44]","[8, 4, 12]"
32,35,22,3,13.5,22,5,"[22, 44, 49]","[22, 5]"
33,35,21,4,13.666666666666666,33,3,"[0, 33, 38, 41]","[33, 5, 3]"
34,28,22,10,5.222222222222222,11,1,"[9, 15, 25, 36, 41, 46, 49, 54, 55, 56]","[6, 10, 11, 5, 5, 3, 5, 1, 1]"
35,25,28,7,5.666666666666667,13,2,"[3, 5, 18, 25, 27, 34, 37]","[2, 13, 7, 2, 7, 3]"
36,24,31,5,13.25,37,1,"[6, 43, 49, 50, 59]","[37, 6, 1, 9]"
37,24,30,6,5.6,8,2,"[10, 18, 24, 26, 32, 38]","[8, 6, 2, 6, 6]"
38,30,20,10,5.666666666666667,14,1,"[7, 12, 14, 26, 31, 33, 38, 52, 57, 58]","[5, 2, 12, 5, 2, 5, 14, 5, 1]"
39,25,29,6,8.4,13,1,"[12, 18, 27, 28, 41, 54]","[6, 9, 1, 13, 13]"
40,24,31,5,4.25,12,1,"[18, 21, 22, 23, 35]","[3, 1, 1, 12]"
41,22,28,10,5.888888888888889,21,1,"[1, 8, 9, 19, 40, 43, 48, 49, 50, 54]","[7, 1, 10, 21, 3, 5, 1, 1, 4]"
42,27,30,3,12.5,15,10,"[29, 44, 54]","[15, 10]"
43,25,25,10,5.777777777777778,14,1,"[0, 1, 3, 13, 14, 28, 35, 38, 39, 52]","[1, 2, 10, 1, 14, 7, 3, 1, 13]"
44,32,22,6,5.8,9,1,"[17, 24, 25, 30, 37, 46]","[7, 1, 5, 7, 9]"
45,34,19,7,5.0,6,4,"[19, 24, 29, 33, 38, 44, 49]","[5, 5, 4, 5, 6, 5]"
46,34,21,5,11.75,23,1,"[11, 23, 24, 35, 58]","[12, 1, 11, 23]"
47,30,28,2,9.0,9,9,"[7, 16]",[9]
48,23,26,11,4.5,10,1,"[14, 15, 25, 26, 27, 35, 39, 40, 46, 51, 59]","[1, 10, 1, 1, 8, 4, 1, 6, 5, 8]"
49,21,33,6,11.2,28,2,"[2, 17, 19, 47, 50, 58]","[15, 2, 28, 3, 8]"
50,29,28,3,13.5,25,2,"[8, 10, 35]","[2, 25]"
51,23,30,7,6.0,13,2,"[5, 10, 13, 15, 28, 35, 41]","[5, 3, 2, 13, 7, 6]"
52,24,31,5,11.75,20,4,"[6, 21, 41, 49, 53]","[15, 20, 8, 4]"
53,21,32,7,6.166666666666667,12,3,"[4, 9, 21, 26, 35, 38, 41]","[5, 12, 5, 9, 3, 3]"
54,28,26,6,10.4,17,1,"[7, 11, 26, 41, 58, 59]","[4, 15, 15, 17, 1]"
55,25,31,4,12.333333333333334,27,1,"[17, 44, 45, 54]","[27, 1, 9]"
56,28,27,5,12.25,15,6,"[0, 15, 21, 36, 49]","[15, 6, 15, 13]"
57,28,29,3,3.0,5,1,"[25, 30, 31]","[5, 1]"
58,26,28,6,8.8,14,2,"[7, 13, 23, 35, 37, 51]","[6, 10, 12, 2, 14]"
59,28,25,7,7.666666666666667,22,1,"[9, 17, 39, 41, 45, 46, 55]","[8, 22, 2, 4, 1, 9]"
60,36,21,3,26.0,48,4,"[4, 8, 56]","[4, 48]"
61,25,28,7,8.166666666666666,24,1,"[6, 10, 11, 21, 45, 54, 55]","[4, 1, 10, 24, 9, 1]"
62,29,24,7,7.0,17,4,"[13, 19, 36, 40, 44, 50, 55]","[6, 17, 4, 4, 6, 5]"
63,29,24,7,8.833333333333334,28,1,"[0, 9, 37, 43, 47, 48, 53]","[9, 28, 6, 4, 1, 5]"
64,17,35,8,5.0,14,1,"[24, 38, 42, 45, 52, 53, 58, 59]","[14, 4, 3, 7, 1, 5, 1]"
65,26,26,8,8.0,14,4,"[0, 4, 14, 25, 29, 35, 42, 56]","[4, 10, 11, 4, 6, 7, 14]"
66,26,26,8,8.428571428571429,19,2,"[0, 19, 24, 26, 31, 38, 51, 59]","[19, 5, 2, 5, 7, 13, 8]"
67,31,26,3,16.5,25,8,"[10, 35, 43]","[25, 8]"
68,36,24,0,0,0,0,[],[]
69,26,30,4,7.333333333333333,16,2,"[4, 20, 24, 26]","[16, 4, 2]"
70,32,23,5,12.0,22,6,"[1, 7, 29, 39, 49]","[6, 22, 10, 10]"
71,29,28,3,18.5,35,2,"[9, 11, 46]","[2, 35]"
72,24,31,5,10.0,16,5,"[12, 28, 33, 42, 52]","[16, 5, 9, 10]"
73,23,28,9,5.75,10,2,"[10, 12, 21, 31, 35, 38, 44, 53, 56]","[2, 9, 10, 4, 3, 6, 9, 3]"
74,26,29,5,7.5,14,2,"[16, 30, 33, 35, 46]","[14, 3, 2, 11]"
