diff
25
6
6
7
10
9
9
5
8
6
1
8
7
5
22
2
12
11
5
6
5
9
11
11
19
6
1
10
3
2
3
2
18
20
3
6
1
27
13
2
24
10
2
9
9
2
27
1
8
1
6
12
5
17
3
5
8
6
16
7
7
17
12
14
3
16
14
9
8
4
5
6
2
8
12
3
21
4
8
1
20
2
6
4
1
1
1
7
2
2
5
3
9
32
9
3
12
1
10
9
10
30
1
29
1
2
13
3
14
3
23
8
1
3
12
5
1
4
11
2
18
29
1
2
21
6
12
3
17
6
10
2
11
9
9
1
4
13
10
1
8
5
1
6
6
20
14
4
3
5
3
14
12
13
42
3
6
6
5
1
8
4
1
7
12
1
35
4
15
12
2
5
8
1
14
8
1
1
11
1
31
12
5
16
31
4
12
11
14
35
1
13
13
1
17
5
1
1
23
7
9
2
2
15
6
12
16
7
11
4
11
4
1
33
18
1
3
2
13
32
1
4
1
10
6
8
3
9
2
11
5
1
7
18
6
5
1
14
14
10
23
14
5
3
9
9
8
9
5
5
4
18
18
15
7
4
9
2
26
7
9
13
5
1
3
5
3
2
18
6
3
3
11
29
6
8
14
20
2
22
3
12
1
1
14
16
3
2
5
15
8
27
3
25
8
7
13
1
12
1
6
6
3
11
4
1
29
2
14
15
2
8
4
2
21
21
2
5
5
2
33
7
6
1
12
1
14
6
7
8
8
11
7
9
24
4
1
3
5
9
21
2
4
1
5
6
3
7
9
16
1
13
5
8
16
7
14
21
25
5
4
18
12
31
5
7
2
7
8
13
19
29
11
9
8
27
1
6
11
9
2
7
3
12
2
1
8
2
4
8
21
6
7
12
17
1
3
6
16
3
16
6
1
12
11
11
5
6
12
6
6
27
5
4
9
4
16
7
6
8
11
13
1
1
16
1
21
4
7
8
2
8
1
7
5
18
8
6
2
6
11
2
15
1
2
12
7
10
4
6
