diff
"[(0, 2, 0, 12, 12), (0, 2, 0, 14, 2), (0, 2, 0, 42, 28), (0, 2, 0, 46, 4), (0, 2, 0, 61, 15)]"
"[(0, 2, 1, 5, 5), (0, 2, 1, 6, 1), (0, 2, 1, 8, 2), (0, 2, 1, 9, 1), (0, 2, 1, 20, 11), (0, 2, 1, 37, 17), (0, 2, 1, 48, 11), (0, 2, 1, 50, 2), (0, 2, 1, 54, 4), (0, 2, 1, 61, 7)]"
"[(0, 2, 2, 12, 12), (0, 2, 2, 16, 4), (0, 2, 2, 22, 6), (0, 2, 2, 25, 3), (0, 2, 2, 31, 6), (0, 2, 2, 35, 4), (0, 2, 2, 56, 21), (0, 2, 2, 61, 5)]"
"[(0, 2, 3, 10, 10), (0, 2, 3, 13, 3), (0, 2, 3, 17, 4), (0, 2, 3, 27, 10), (0, 2, 3, 32, 5), (0, 2, 3, 40, 8), (0, 2, 3, 61, 21)]"
"[(0, 2, 4, 6, 6), (0, 2, 4, 19, 13), (0, 2, 4, 25, 6), (0, 2, 4, 31, 6), (0, 2, 4, 37, 6), (0, 2, 4, 40, 3), (0, 2, 4, 42, 2), (0, 2, 4, 44, 2), (0, 2, 4, 46, 2), (0, 2, 4, 58, 12), (0, 2, 4, 61, 3)]"
"[(0, 2, 5, 6, 6), (0, 2, 5, 27, 21), (0, 2, 5, 57, 30), (0, 2, 5, 61, 4)]"
"[(0, 2, 6, 4, 4), (0, 2, 6, 46, 42), (0, 2, 6, 48, 2), (0, 2, 6, 55, 7), (0, 2, 6, 61, 6)]"
"[(0, 2, 7, 4, 4), (0, 2, 7, 12, 8), (0, 2, 7, 43, 31), (0, 2, 7, 46, 3), (0, 2, 7, 48, 2), (0, 2, 7, 61, 13)]"
"[(0, 2, 8, 4, 4), (0, 2, 8, 8, 4), (0, 2, 8, 12, 4), (0, 2, 8, 18, 6), (0, 2, 8, 20, 2), (0, 2, 8, 24, 4), (0, 2, 8, 29, 5), (0, 2, 8, 37, 8), (0, 2, 8, 46, 9), (0, 2, 8, 53, 7), (0, 2, 8, 61, 8)]"
"[(0, 2, 9, 15, 15), (0, 2, 9, 19, 4), (0, 2, 9, 61, 42)]"
