diff
"[(0, 3, 0, 10, 10), (0, 3, 0, 11, 1), (0, 3, 0, 31, 20), (0, 3, 0, 36, 5), (0, 3, 0, 42, 6), (0, 3, 0, 49, 7), (0, 3, 0, 61, 12)]"
"[(0, 3, 1, 6, 6), (0, 3, 1, 37, 31), (0, 3, 1, 44, 7), (0, 3, 1, 45, 1), (0, 3, 1, 61, 16)]"
"[(0, 3, 2, 6, 6), (0, 3, 2, 16, 10), (0, 3, 2, 24, 8), (0, 3, 2, 30, 6), (0, 3, 2, 61, 31)]"
"[(0, 3, 3, 38, 38), (0, 3, 3, 42, 4), (0, 3, 3, 47, 5), (0, 3, 3, 59, 12), (0, 3, 3, 61, 2)]"
"[(0, 3, 4, 1, 1), (0, 3, 4, 14, 13), (0, 3, 4, 19, 5), (0, 3, 4, 22, 3), (0, 3, 4, 27, 5), (0, 3, 4, 41, 14), (0, 3, 4, 42, 1), (0, 3, 4, 48, 6), (0, 3, 4, 61, 13)]"
"[(0, 3, 5, 1, 1), (0, 3, 5, 13, 12), (0, 3, 5, 56, 43), (0, 3, 5, 61, 5)]"
"[(0, 3, 6, 15, 15), (0, 3, 6, 43, 28), (0, 3, 6, 46, 3), (0, 3, 6, 61, 15)]"
"[(0, 3, 7, 12, 12), (0, 3, 7, 29, 17), (0, 3, 7, 39, 10), (0, 3, 7, 42, 3), (0, 3, 7, 45, 3), (0, 3, 7, 54, 9), (0, 3, 7, 61, 7)]"
"[(0, 3, 8, 13, 13), (0, 3, 8, 24, 11), (0, 3, 8, 30, 6), (0, 3, 8, 48, 18), (0, 3, 8, 57, 9), (0, 3, 8, 60, 3), (0, 3, 8, 61, 1)]"
"[(0, 3, 9, 28, 28), (0, 3, 9, 41, 13), (0, 3, 9, 52, 11), (0, 3, 9, 61, 9)]"
