#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,21,33,6,8.714285714285714,22,2,"[10, 15, 26, 28, 34, 56, 61]","[10, 5, 11, 2, 6, 22, 5]"
2,22,31,7,7.625,12,3,"[4, 15, 18, 27, 36, 39, 49, 61]","[4, 11, 3, 9, 9, 3, 10, 12]"
3,27,30,3,15.25,38,4,"[13, 17, 23, 61]","[13, 4, 6, 38]"
4,30,23,7,7.625,20,1,"[11, 31, 36, 44, 52, 56, 57, 61]","[11, 20, 5, 8, 8, 4, 1, 4]"
5,29,29,2,20.333333333333332,31,10,"[31, 51, 61]","[31, 20, 10]"
6,28,26,6,8.714285714285714,21,1,"[3, 7, 27, 34, 35, 40, 61]","[3, 4, 20, 7, 1, 5, 21]"
7,32,22,6,8.714285714285714,14,1,"[3, 4, 15, 26, 40, 54, 61]","[3, 1, 11, 11, 14, 14, 7]"
8,25,28,7,7.625,15,1,"[1, 11, 26, 27, 31, 33, 46, 61]","[1, 10, 15, 1, 4, 2, 13, 15]"
9,29,24,7,7.625,15,1,"[6, 14, 29, 35, 41, 45, 60, 61]","[6, 8, 15, 6, 6, 4, 15, 1]"
10,29,26,5,10.166666666666666,32,2,"[2, 11, 19, 26, 58, 61]","[2, 9, 8, 7, 32, 3]"
