#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,23,34,3,15.25,24,6,"[16, 40, 46, 61]","[16, 24, 6, 15]"
2,24,31,5,10.166666666666666,20,1,"[1, 21, 31, 45, 52, 61]","[1, 20, 10, 14, 7, 9]"
3,27,30,3,15.25,31,4,"[5, 26, 30, 61]","[5, 21, 4, 31]"
4,23,29,8,6.777777777777778,22,1,"[14, 18, 20, 25, 27, 36, 37, 59, 61]","[14, 4, 2, 5, 2, 9, 1, 22, 2]"
5,30,26,4,12.2,40,2,"[10, 13, 53, 59, 61]","[10, 3, 40, 6, 2]"
6,28,28,4,12.2,31,3,"[31, 44, 51, 54, 61]","[31, 13, 7, 3, 7]"
7,23,33,4,12.2,25,1,"[1, 21, 46, 60, 61]","[1, 20, 25, 14, 1]"
8,23,29,8,6.777777777777778,17,1,"[5, 22, 28, 29, 34, 36, 52, 58, 61]","[5, 17, 6, 1, 5, 2, 16, 6, 3]"
9,32,23,5,10.166666666666666,20,1,"[12, 17, 26, 27, 47, 61]","[12, 5, 9, 1, 20, 14]"
10,23,30,7,7.625,12,2,"[3, 13, 20, 29, 31, 41, 49, 61]","[3, 10, 7, 9, 2, 10, 8, 12]"
