#,Player Wins,Banker Wins,Ties,Avg Diff,Max Diff,Min Diff,Tie Index,Differences
1,21,32,7,7.625,29,2,"[29, 35, 37, 43, 45, 48, 57, 61]","[29, 6, 2, 6, 2, 3, 9, 4]"
2,30,26,4,12.2,27,1,"[1, 28, 32, 41, 61]","[1, 27, 4, 9, 20]"
3,24,31,5,10.166666666666666,20,1,"[9, 29, 34, 46, 47, 61]","[9, 20, 5, 12, 1, 14]"
4,26,27,7,7.625,12,1,"[11, 18, 26, 37, 47, 48, 49, 61]","[11, 7, 8, 11, 10, 1, 1, 12]"
5,22,29,9,6.1,17,1,"[3, 6, 14, 21, 38, 39, 53, 54, 58, 61]","[3, 3, 8, 7, 17, 1, 14, 1, 4, 3]"
6,26,28,6,8.714285714285714,19,1,"[16, 35, 49, 50, 54, 57, 61]","[16, 19, 14, 1, 4, 3, 4]"
7,29,25,6,8.714285714285714,18,1,"[1, 9, 14, 32, 41, 59, 61]","[1, 8, 5, 18, 9, 18, 2]"
8,22,31,7,7.625,19,1,"[5, 7, 20, 21, 32, 51, 57, 61]","[5, 2, 13, 1, 11, 19, 6, 4]"
9,28,25,7,7.625,16,2,"[2, 16, 32, 39, 42, 48, 58, 61]","[2, 14, 16, 7, 3, 6, 10, 3]"
10,24,31,5,10.166666666666666,28,1,"[1, 13, 17, 24, 33, 61]","[1, 12, 4, 7, 9, 28]"
